epoch,lr,train_mse,test_mse,epoch_seconds
158,0.00011868694836752678,0.37339386016387854,0.39831731172915824,21.174204100010684
159,0.00011387326887403317,0.3750210335123824,0.4009630718306644,22.190366099996027
160,0.00010915609404889015,0.37236158184517526,0.39903827051504653,21.471529300004477
161,0.000104536587784401,0.3737655483322352,0.4016999007843083,22.718301700020675
162,0.0001000158898746134,0.3733932889242252,0.4018389111414006,21.990834900003392
163,9.559511573409194e-05,0.37316130145758947,0.3989278199602814,22.45243850001134
164,9.127535612270626e-05,0.3730742080053277,0.40037159193763444,21.907751399994595
165,8.705767687650258e-05,0.37251660169915835,0.39862617540515305,21.53982380000525
166,8.294311864472442e-05,0.3716938252625075,0.3980815766460599,22.21469399999478
167,7.893269663304778e-05,0.37006309199322257,0.39829347330853204,21.553232100006426
168,7.502740035309524e-05,0.3709526797696045,0.39745400927380875,21.514725400018506
169,7.122819337828747e-05,0.37026349174077017,0.39840296220281934,22.440033699997002
170,6.753601310609669e-05,0.36984828669416386,0.3975046708346753,24.662504800013267
171,6.39517705267579e-05,0.3686583796257657,0.39761125215575843,23.651796399994055
172,6.047634999849527e-05,0.3692353674667122,0.3982174599403482,32.03061600000365
173,5.711060902932038e-05,0.36990263504345267,0.40028159504234345,25.724981200008187
174,5.385537806545465e-05,0.36953279774669917,0.3984470914504195,32.1780138000031
175,5.071146028642941e-05,0.36916997195825496,0.397013504145393,22.82220920000691
176,4.767963140691314e-05,0.36762638424005584,0.39684495715270024,22.168010499997763
177,4.476063948531555e-05,0.36889591907052594,0.3972991581150739,21.15392100001918
178,4.195520473921562e-05,0.36799516138120736,0.39740193301320154,21.08224629997858
179,3.926401936765838e-05,0.36621424330034397,0.39722537447699446,21.197691400011536
180,3.668774738036506e-05,0.3671630913922612,0.3976704217096333,24.890463799994905
181,3.4227024433898985e-05,0.36660555748138407,0.3970090958469575,22.051835300022503
182,3.1882457674826576e-05,0.3659751635028583,0.3964601257225779,21.796547000005376
183,2.9654625589913224e-05,0.36742796641300735,0.39651012687732856,39.26877910000621
184,2.7544077863389997e-05,0.36585190947117957,0.3960438266321923,27.404467600019416
185,2.5551335241327665e-05,0.3641188156352599,0.3976911902826298,29.3700828999863
186,2.3676889403150102e-05,0.36488639796298644,0.39676118624466844,22.596108199999435
187,2.192120284032007e-05,0.36606034555402744,0.39643362569613977,21.83971410000231
188,2.0284708742225896e-05,0.3654375143356574,0.39617945471441174,21.46122729999479
189,1.876781088929908e-05,0.3657200918368113,0.39714891187128853,21.789286799990805
190,1.7370883553386933e-05,0.3662035699082671,0.3955473358998689,22.06409909998183
191,1.6094271405406855e-05,0.36461616110739736,0.39653013168765494,21.373202000017045
192,1.4938289430304017e-05,0.36527638107613397,0.3955648743826572,21.512165499996627
193,1.3903222849333505e-05,0.3664930376093167,0.3973364065671289,25.89459129999159
194,1.2989327049686099e-05,0.3657087069020435,0.39627534135246173,23.40631249998114
195,1.21968275214754e-05,0.3634659756758905,0.39616418879566156,21.485659900004975
196,1.1525919802101657e-05,0.3651331832542301,0.3959930166132327,21.556158499995945
197,1.0976769428005579e-05,0.36477047139822155,0.3962506670511215,21.40327559999423
198,1.0549511893824899e-05,0.36426996777685083,0.39579838864662176,21.54676510000718
199,1.0244252618962858e-05,0.36408172637454267,0.3966116005892274,21.326188199978787
200,1.006106692157801e-05,0.3638726922907724,0.39578609462771497,21.64444469998125
